file,keep,category,matched_class,foods,note
orig_20240420_042927.jpg,DROP,multi,none,김치 + 삶은 닭가슴살 + 밥,"닭가슴살+밥 접시와 별도 김치 통, 메인도 59클래스 없음"
orig_20240421_014511 (1).jpg,DROP,scene_nonfood,none,잡곡밥 + 양념장 2종 + 매운 콩나물 무침,"밥과 소스·반찬만, 식별 가능한 단일 메인요리 없음"
orig_20240421_023210.jpg,DROP,scene_nonfood,none,"먹다 남은 밥, 슬라이스 닭가슴살(포장 위)","먹다 남은 밥찌꺼기와 포장 위 닭가슴살, 정돈된 단일 메인 아님"
orig_20240422_013710.jpg,DROP,multi,none,"김치, 잡곡밥, 포장 닭가슴살","반찬+밥+닭가슴살 여러 구성, 59클래스 단일 메인 없음"
orig_20240422_041249.jpg,DROP,multi,none,"카레/강황 볶음밥, 닭가슴살(소스), 데친 브로콜리·당근·그린빈","밥+닭가슴살+채소 다이어트 한그릇 조합, 단일 메인 모호"
orig_20240422_052644.jpg,DROP,scene_nonfood,none,아몬드 5알,"책상 위 아몬드 몇 알, 음식 메뉴 아님"
orig_20240424_035643.jpg,DROP,multi,none,"밥, 김치, 슬라이스 닭가슴살, 방울토마토","밥+김치+닭가슴살+토마토 여러 구성, 단일 59클래스 메인 없음"
orig_20240424_065820.jpg,DROP,multi,none,"슬라이스 닭가슴살, 밥, 양배추 샐러드, 방울토마토","닭가슴살+밥+샐러드+토마토 다이어트 한접시, 단일 메인 모호"
orig_20240424_125350.jpg,DROP,multi,none,"볶음김치(묵은지), 잡곡밥 한 공기, 비닐 포장 음식","김치 통+밥+비닐포장물 등 요소 혼재, 단일 메인 불명확"
orig_20240427_015219.jpg,DROP,ood,none,"잡곡밥 한 그릇, 삶은 계란(반숙 반으로 가른 것)","밥+삶은계란, 삶은계란은 59에 없고 단일메인 아님"
orig_20240428_021614.jpg,DROP,ood,none,"삶은 계란(껍질 깐 것), 간장 비빈 흰밥","삶은계란+밥, 59클래스 메인 없음"
orig_20240429_062720.jpg,KEEP,single_in,sushi,초밥 모둠(연어·광어·새우·계란초밥·관자·게맛살 등),"초밥 한 접시 모둠, 동일음식 단일 메인"
orig_20240501_045501.jpg,KEEP,single_in,rice-bowl,고기덮밥(불고기/제육 위 계란프라이·김·단무지),고기+계란프라이 올린 덮밥 단일 메인
orig_20240502_042241.jpg,KEEP,single_in,rice-bowl,소불고기 덮밥(김·단무지·파 토핑),불고기 올린 덮밥 한 그릇 단일 메인
orig_20240507_073227.jpg,DROP,multi,none,"김치(반찬), 닭가슴살(슬라이스), 잡곡밥","김치 무시해도 닭가슴살+잡곡밥 별도 접시, 단일 메인 아님"
orig_20240508_070123.jpg,DROP,multi,none,"김치(반찬), 잡곡밥, 구운 삼겹살","잡곡밥+삼겹살구이 별도 접시, 단일 메인 아님"
orig_20240509_032511.jpg,DROP,multi,none,"부추겉절이(반찬), 소고기구이, 흰밥","한 접시에 소고기구이+흰밥 함께, 반찬 외 밥도 같이라 단일 메인 모호"
orig_20240509_081522.jpg,DROP,multi,none,"김치(반찬), 그릴리 닭가슴살(포장), 잡곡밥","닭가슴살 가공식품+잡곡밥 별도, 59클래스 단일 메인 아님"
orig_20240510_123411.jpg,DROP,multi,none,"김치(반찬), 국 용기, 소시지/닭가슴살 포장, 잡곡밥","여러 용기 한상 구성, 단일 메인 아님"
orig_20240511_050630.jpg,KEEP,single_in,seaweed-rice-roll,김밥(한 줄 절반),"김밥 단일 메인 뚜렷, 59클래스 seaweed-rice-roll"
orig_20240511_121522.jpg,DROP,multi,none,"돈가스 도시락(밥, 돈가스, 전, 제육볶음, 샐러드, 김치, 단무지, 감자샐러드)",칸막이 도시락에 돈가스·전·제육 등 서로 다른 메인이 함께 담긴 한상 구성
orig_20240513_033318.jpg,KEEP,single_in,rice-bowl,덮밥(밥 위 계란프라이·고기·갓김치·옥수수·나물),"한 그릇 덮밥 형태로 메인 1개 뚜렷, 곁들이는 무시"
orig_20240513_073923.jpg,KEEP,single_in,jjigae-red,빨간 찌개(두부·어묵·떡·소고기·콩나물),"붉은 국물의 얼큰한 찌개 한 그릇, 단일 메인"
orig_20240513_114627.jpg,KEEP,single_in,rice-bowl,덮밥(밥 위 계란프라이·고기·단무지·김·나물),"한 그릇 덮밥형 단일 메인, 곁들이 반찬만 추가"
orig_20240515_044701.jpg,DROP,multi,none,"공기밥, 부대찌개/빨간찌개(소시지·두부), 매운 볶음, 나물 반찬",밥·찌개·볶음 등 여러 접시가 함께 차려진 한상
orig_20240603_074833.jpg,KEEP,single_in,fried-rice,볶음밥(계란·케첩 들어간 김치볶음밥류),양푼에 담긴 볶음밥 한 그릇 단일 메인
orig_20240604_101042.jpg,KEEP,single_in,fried-rice,새우 볶음밥(계란·당근),"스테인리스 그릇 새우볶음밥 단일 메인, 곁들이 없음"
orig_20240605_010502.jpg,DROP,multi,none,"나물밥, 떡볶이, 김치, 어묵유부, 맑은국","급식 식판 한상차림, 밥·떡볶이 등 서로 다른 메인 다수"
orig_20240605_092421 (1).jpg,DROP,multi,none,"바게트빵, 비프스튜 냄비, 크래커+치즈, 수프 2그릇","양식 한상, 빵·스튜·수프 등 메인 여러 접시"
orig_20240608_115047.jpg,KEEP,single_in,korean-ramyeon-red,"라면(계란후라이·닭가슴살 토핑), 김치","인스턴트 라면 단일 메인, 김치는 곁들이 무시"
orig_20240611_015407.jpg,KEEP,single_in,rice-bowl,"소고기덮밥(규동, 계란후라이·단무지)","용기 속 소고기덮밥 단일 메인, 단무지는 곁들이 무시"
orig_20240611_015504.jpg,KEEP,single_in,rice-bowl,"소고기덮밥(규동, 계란후라이·단무지), 국물","동일 소고기덮밥 단일 메인, 국물·단무지 곁들이 무시"
orig_20240611_073806.jpg,DROP,multi,none,"삶은 닭가슴살, 흰쌀밥, 파프리카(빨강·노랑)","밥+닭가슴살+파프리카 3가지 따로 담긴 다이어트 도시락, 단일 메인 아님"
orig_20240614_082502.jpg,DROP,scene_nonfood,none,비닐에 든 소시지 핫바(꼬치),"바닥에 놓인 포장 핫바, 식사 장면 아니고 59클래스 없음"
orig_20240615_041355.jpg,DROP,ood,none,치즈 크림소스 닭갈비(배달용기),치즈크림 닭갈비로 단일이지만 59클래스에 해당 없음
orig_20240617_090313.jpg,DROP,multi,none,"훈제오리(소스국물), 양념고기 한접시, 현미밥",오리고기·양념고기·밥 서로 다른 메인 여러 접시
orig_20240618_055818.jpg,DROP,multi,none,"참치김치(볶음), 잡곡밥, 어묵(포장)","김치+밥+어묵 여러 구성, 단일 메인 아님"
orig_20240618_112636.jpg,DROP,multi,none,"김치, 방울토마토, 잡곡밥, 소스뿌린 닭가슴살",밥+닭가슴살+토마토+김치 다구성 다이어트 도시락
orig_20240618_112638.jpg,DROP,scene_nonfood,none,CJ 닭가슴살 한입 큐브 (제품 포장지 광고 이미지),실제 음식 아님 — 상품 포장지/패키지 광고 컷
orig_20240619_103045.jpg,DROP,borderline_dropped,none,미역국에 만 밥(미역국밥)과 소시지 꼬치,"국밥+소시지꼬치 혼재, 메인 불명확하고 탁해 드랍"
orig_20240620_035626.jpg,DROP,ood,none,크리스피크림 글레이즈드 도넛,도넛은 디저트로 59클래스에 없음(빵 아님)
orig_20240621_090738.jpg,DROP,multi,none,"흰밥, 닭가슴살, 배추김치(도시락 별도 용기 구성)","밥/닭가슴살/김치 서로 다른 용기 한끼 구성, 단일 메인 아님"
orig_20240622_010207.jpg,DROP,borderline_dropped,none,매콤 양념 돼지고기구이와 큐브감자(불판 위 종이),"돼지양념구이+큐브감자, 불판 조리 구도라 59클래스 매칭 애매"
orig_20240622_033239.jpg,DROP,multi,none,"제육볶음(김치찜류), 잡곡밥, 오이, 쌈채소, 김치, 마늘 등 한상차림","여러 접시 한상차림, 단일 메인 아님"
orig_20240622_064026.jpg,DROP,ood,none,"육회(생소고기 무침), 잡곡밥",메인이 육회(생소고기)로 59클래스에 없음(raw-fish는 생선 한정)
orig_20240623_063042.jpg,DROP,ood,none,"제육볶음, 흰쌀밥, 상추쌈",메인 제육볶음이 59클래스에 매칭 안됨(grilled-pork-belly 아님)
orig_20240624_012836.jpg,KEEP,single_in,bulgogi,"불고기(팽이버섯·양파·당근 볶음), 잡곡밥, 상추","간장양념 불고기 단일 메인, 밥·상추는 곁들이"
orig_20240624_080448.jpg,DROP,borderline_dropped,none,"떡갈비(고기패티), 밥, 무생채","고기패티가 떡갈비형으로 barbecue-ribs와 불일치, 애매하여 드랍"
orig_20240624_090922.jpg,KEEP,single_in,rice-bowl,데리야끼풍 돼지고기 덮밥(콩나물·밥),"한 그릇 덮밥 단일 메인, rice-bowl 명확"
orig_20240625_120831.jpg,DROP,borderline_dropped,none,"빨간 고기찌개+밥(한 그릇), 깻잎","찌개가 밥에 부어진 형태로 jjigae-red/rice-soup 모호, 드랍"
orig_20240627_111624.jpg,DROP,multi,none,"후라이드치킨(앞 양념치킨, 뒤 후라이드)",양념치킨과 후라이드 두 접시(서로 다른 메인 2접시)라 multi
orig_20240629_090616.jpg,KEEP,single_in,korean-clear-soup,"시래기/우거지 들어간 국, 밥, 양배추쌈, 밑반찬","메인은 채소 들어간 맑은국 1그릇, 밥·반찬은 곁들이라 single_in"
orig_20240630_111410.jpg,DROP,scene_nonfood,none,아몬드브리즈 음료(포장 음료),"손에 든 포장 음료팩, 조리된 음식 아님 → scene_nonfood"
orig_20240630_124847 (1).jpg,KEEP,single_in,fried-rice,김치볶음밥,붉은 김치볶음밥 한 그릇이 유일한 메인 → fried-rice
orig_20240701_062958.jpg,KEEP,single_in,fried-rice,"참치김치볶음밥, 상추(봉지)","볶음밥 한 그릇이 메인, 상추는 곁들이 → fried-rice"
orig_20240701_063052.jpg,DROP,multi,none,"흰밥, 닭가슴살·두부 수육, 김치/무김치","밥+닭+두부+김치 다구성 다이어트 한끼, 단일 59메인 없음 → multi"
orig_20240702_111114.jpg,DROP,scene_nonfood,none,"김치(통에 담긴 배추김치), 음료/믹서기","통에 담긴 배추김치(반찬)와 믹서기뿐, 메인요리 없음"
orig_20240702_120318.jpg,DROP,ood,none,닭가슴살구이+삶은채소+흰밥에 핫소스를 비빈 다이어트볼,"밥·닭·채소를 한 그릇에 섞은 다이어트식, 59클래스 단일 메인에 해당 안 됨"
orig_20240702_120442.jpg,KEEP,single_in,rice-soup,돼지국밥(수육국밥)과 반찬·청양고추·마늘,"메인 국밥 1그릇 뚜렷, 나머지는 곁들이 반찬"
orig_20240704_064550.jpg,KEEP,single_in,fried-rice,김치볶음밥(또는 토마토볶음밥)과 파프리카,"통에 담긴 볶음밥 단일 메인, 파프리카는 곁들이"
orig_20240704_070949.jpg,DROP,multi,none,흰밥+닭가슴살수육+양배추무침(3칸 도시락),"밥·닭가슴살·무침이 칸별로 분리된 한상 구성, 단일 메인 아님"
orig_20240704_091538.jpg,DROP,multi,none,잡곡밥 한 그릇과 삶은 고기(닭/돼지) 한 접시,"밥과 삶은 고기 두 접시 분리, 양념 없는 수육이라 59클래스 단일 메인 매칭 불가"
orig_20240704_124215.jpg,KEEP,single_in,rice-bowl,밥 위에 구운/조린 돼지고기 올린 덮밥,"밥 위 돼지고기 한 그릇 덮밥, 메인 1개 뚜렷"
orig_20240708_121527.jpg,DROP,multi,none,"제육볶음, 계란프라이, 상추, 공깃밥, 된장찌개",제육볶음+된장찌개 등 서로 다른 메인 여러 접시의 한상차림
orig_20240710_064218.jpg,DROP,multi,none,"잡곡밥, 소스 뿌린 닭가슴살, 삶은 양배추","밥·닭가슴살·양배추 3통으로 나뉜 다이어트 도시락, 단일 메인 아님"
orig_20240710_120355.jpg,DROP,multi,none,"짜장밥, 김치, 야채튀김, 계란국, 단무지",급식 트레이에 짜장밥·튀김·국 등 여러 칸 구성
orig_20240712_040431.jpg,DROP,scene_nonfood,none,음료가 든 텀블러(노바 보틀),"야외 아스팔트에서 손으로 든 음료 보틀, 비음식 장면"
orig_20240715_021049.jpg,DROP,multi,none,"찢은 삶은 닭고기, 닭죽","닭죽과 별도 접시의 찢은 닭고기 2그릇 구성, 단일 메인 아님"
orig_20240717_080713.jpg,KEEP,single_in,rice-bowl,토마토 계란볶음 덮밥(밥 위에 토마토·계란볶음),"밥 위 토마토계란볶음 올린 덮밥 단일 메인, 59 rice-bowl 적합"
orig_20240717_123227.jpg,KEEP,single_in,rice-soup,"돼지국밥(고기·부추 든 맑은 국) + 공기밥, 김치·단무지 곁들이","국과 따로 나온 밥=국밥, 반찬 무시 단일 메인"
orig_20240721_052212.jpg,DROP,scene_nonfood,none,차 안에서 든 컵 음료(거의 빈 코코아·쉐이크류),"음료 컵·거의 비어있고 음식 접시 아님, 비음식 장면"
orig_20251230_025818.jpg,DROP,multi,none,구운 닭고기 조각(밀폐용기) + 공기밥(별도 그릇) + 소스,"구운닭+밥이 별도 두 그릇, 서로 다른 메인 2접시"
orig_20251230_071346.jpg,DROP,ood,none,구운/볶은 닭가슴살 + 삶은 감자(한 용기),튀김옷 없는 구운 닭가슴살은 59클래스 무매칭(fried-chicken 아님)
orig_20251230_110653.jpg,DROP,multi,none,"매콤양념 제육/닭 + 김치(위 칸), 수육 보쌈 슬라이스(아래 칸)",두 용기에 서로 다른 메인(양념고기+수육) 한상=multi
orig_20251230_112949.jpg,KEEP,single_in,jjamppong,짬뽕(오징어·낙지·홍합·버섯·콩나물 등이 든 빨간 해물국물),"빨간 해물국물 한 그릇, 메인 단일로 짬뽕에 명확히 부합"
orig_20251230_121447.jpg,KEEP,single_in,rice-soup,"선지가 든 빨간 해장국밥(검은 뚝배기, 밥 올림), 곁들이 김치·공기밥","뚝배기 빨간국에 밥, 곁들이 반찬 무시하면 메인 단일 국밥"
orig_20251231_062254.jpg,DROP,multi,none,"잡곡밥, 구운 닭고기, 시금치나물, 김치","밥+닭+나물+김치 여러 접시 한상 차림, 메인 단일 아님"
orig_20251231_081012.jpg,DROP,scene_nonfood,none,"코코아 음료, 포장된 물티슈/시루조아 제품","음료와 비음식 포장품만, 메인요리 없음"
orig_20251231_100747.jpg,DROP,borderline_dropped,none,돼지고기 수육과 시래기/우거지 조림(빨간 국물),시래기·우거지 돼지고기찜류로 59클래스에 명확히 매칭 안 됨
orig_20251231_113015.jpg,DROP,multi,none,김치볶음(반찬통)과 두부 든 빨간 김치찌개(그릇),"볶음 반찬과 빨간찌개 서로 다른 두 접시, 메인 단일 아님"
orig_20251231_115549.jpg,KEEP,single_in,bulgogi,"불고기, 잡곡밥, 맑은국, 김치, 오징어볶음/조림 반찬, 무말랭이 반찬","가운데 불고기 한 접시가 뚜렷한 메인, 밥·국·김치·반찬은 곁들이"
orig_20260101_034356.jpg,DROP,ood,none,"허브구이 닭가슴살, 흰쌀밥",밥 위 구운 닭조각 - 찜닭/후라이드/덮밥 어디에도 안 맞음(OOD)
orig_20260101_085223.jpg,DROP,multi,none,"잡곡밥, 계란부침, 콩나물국, 김치, 나물 반찬","밥+국+계란+반찬 한상차림, 단일 메인 불분명"
orig_20260101_103650.jpg,DROP,ood,none,계란밥(흰밥 위 얇은 계란부침),밥 위 계란부침/오므라이스류 - 59클래스에 없음(OOD)
orig_20260101_104849.jpg,DROP,scene_nonfood,none,"흰쌀밥, 방울토마토, 그릭요거트, 닭소스 포장","밥+토마토+요거트+포장식품, 조리된 단일 메인 없음"
orig_20260101_110833.jpg,KEEP,single_in,grilled-beef,"소고기 스테이크(립아이), 로즈마리·방울토마토 가니쉬",접시에 구운 소고기 스테이크 단일 메인 뚜렷
orig_20260101_111900.jpg,DROP,ood,none,"허브 닭가슴살 구이, 흰밥","다이어트 닭가슴살 구이+밥, 59클래스에 맞는 단일 메인 없음(후라이드/찜닭 아님)"
orig_20260101_121526.jpg,DROP,multi,none,"비빔밥, 김치찌개, 잡채, 보쌈(수육), 반찬, 와인",서로 다른 메인 여러 접시 한상차림
orig_20260101_123629.jpg,DROP,ood,none,"방울토마토, 흰밥, 포장 가공육(햄), 그릭요거트","재료·간편식 모음, 59클래스 단일 메인요리 없음"
orig_20260102_115636.jpg,DROP,ood,none,"계란프라이(달걀부침), 흰밥","밥 위 계란프라이, 59클래스에 해당 메인 없음"
orig_20260103_011328.jpg,DROP,ood,none,"닭가슴살 구이, 흰밥","닭가슴살 구이 밀프렙+밥, 59클래스 단일 메인 없음"
orig_20260103_031522.jpg,DROP,multi,none,"제육볶음(돼지불고기), 쌈채소, 김(김밥용 밥), 깍두기, 마늘, 쌈장",제육볶음+쌈+김말이밥 등 메인 다접시 한상
orig_20260103_092103.jpg,DROP,ood,none,"계란부침(계란말이 형태), 미개봉 즉석밥컵(햇반)","메인이 계란부침/계란말이로 59클래스에 없음(달걀요리 미포함), 옆은 미개봉 즉석밥 용기"
orig_20260103_122456.jpg,KEEP,single_in,grilled-pork-belly,구운 삼겹살 3점(그릴팬),"갈색으로 익은 삼겹살 단일 메인 뚜렷, 곁들이 없음"
orig_20260104_032426.jpg,DROP,scene_nonfood,none,"미개봉 즉석 백미밥, 냉동 닭가슴살 포장",조리된 음식 없이 포장 제품만 보임
orig_20260104_051839.jpg,DROP,borderline_dropped,none,"흰밥 한공기, 구운 고기조각, 상추·쌈채소 트레이",밥공기+고기접시+쌈트레이 메일세트 구성에 고기 정체(불고기/소고기구이) 애매
orig_20260104_063511.jpg,DROP,scene_nonfood,none,"비닐봉지 속 미역/해초, 매운 무침, 용기 흰밥, 닭가슴살 포장","비닐봉지·포장·밥 위주 밀프렙 장면, 단일 조리 메인 없음"
orig_20260104_074243.jpg,DROP,ood,none,"밥 위 계란후라이(스텐볼), 김치, 조미김 포장","메인이 계란후라이 덮은 밥으로 59클래스에 없음, 김치·김은 곁들이"
orig_20260104_112851.jpg,DROP,multi,none,"흰밥, 김치, 포장된 닭가슴살(추정), 콜라 캔","흰밥+김치+포장육+음료 여러 구성, 단일 메인 없음(흰밥은 덮밥 아님)"
